transaction_id,investor_id,action,product_type,product_risk_level,amount,date,hold_days,market_change_pct,decision_source,sell_decision_source,is_chasing
TX003826,INV0226,sell,mixed_medium,3,7828,2025-07-04,283.0,1.29,,need_cash,
TX003827,INV0226,buy,mixed_medium,3,10908,2025-01-31,,,self,,False
TX003828,INV0227,sell,money_market,2,1030,2025-04-23,82.0,-3.04,,rational_take_profit,
TX003829,INV0227,sell,mixed_low,3,4934,2024-07-13,34.0,18.35,,need_cash,
TX003830,INV0227,buy,bond,2,1050,2025-01-02,,,advisor,,False
TX003831,INV0227,buy,bond,2,2049,2024-10-13,,,self,,False
TX003832,INV0227,buy,money_market,2,3501,2024-08-06,,,self,,False
TX003833,INV0228,buy,fund,4,2231,2025-01-30,,,advisor,,False
TX003834,INV0228,sell,fund,4,4069,2025-09-09,12.0,-1.6,,rational_take_profit,
TX003835,INV0228,buy,stock,4,2478,2024-07-28,,,social_media,,True
TX003836,INV0228,sell,stock,4,6051,2024-08-15,45.0,-13.16,,panic,
TX003837,INV0228,buy,fund,4,5013,2025-09-04,,,social_media,,True
TX003838,INV0228,buy,etf,4,7319,2025-02-10,,,friend,,True
TX003839,INV0229,buy,mixed_medium,3,18504,2025-02-22,,,self,,False
TX003840,INV0229,sell,mixed_low,3,28022,2025-07-17,18.0,1.69,,follow_others,
TX003841,INV0229,buy,bond,2,24827,2025-03-20,,,friend,,False
TX003842,INV0229,sell,mixed_medium,3,35210,2025-02-05,40.0,-13.77,,rational_stop_loss,
TX003843,INV0229,sell,fund,4,29753,2025-08-23,44.0,5.84,,follow_others,
TX003844,INV0229,buy,bond,2,27726,2024-09-25,,,advisor,,True
TX003845,INV0229,buy,mixed_medium,3,33315,2025-05-17,,,self,,False
TX003846,INV0229,buy,fund,4,9752,2025-11-26,,,advisor,,False
TX003847,INV0229,sell,mixed_medium,3,29724,2025-05-14,122.0,-3.76,,follow_others,
TX003848,INV0230,sell,savings_insurance,1,3558,2025-04-14,136.0,15.86,,need_cash,
TX003849,INV0230,sell,money_market,2,2813,2025-12-21,103.0,3.41,,panic,
TX003850,INV0230,sell,deposit,1,1615,2025-01-30,14.0,-11.1,,rational_stop_loss,
TX003851,INV0230,buy,deposit,1,937,2025-03-14,,,social_media,,False
TX003852,INV0230,sell,savings_insurance,1,2277,2025-08-07,130.0,17.64,,rational_take_profit,
TX003853,INV0230,sell,money_market,2,3221,2024-11-29,143.0,-2.24,,rational_take_profit,
TX003854,INV0230,sell,savings_insurance,1,1080,2024-12-19,140.0,-10.11,,need_cash,
TX003855,INV0230,sell,money_market,2,2235,2024-11-15,79.0,11.72,,rational_take_profit,
TX003856,INV0230,buy,deposit,1,4641,2025-11-10,,,self,,False
TX003857,INV0230,buy,savings_insurance,1,1427,2024-12-19,,,advisor,,False
TX003858,INV0230,buy,deposit,1,3404,2024-07-29,,,social_media,,False
TX003859,INV0230,buy,deposit,1,905,2025-09-08,,,friend,,False
TX003860,INV0230,buy,deposit,1,1061,2024-12-11,,,self,,False
TX003861,INV0230,sell,deposit,1,2230,2024-11-23,79.0,-9.21,,panic,
TX003862,INV0230,buy,deposit,1,1899,2025-04-07,,,social_media,,True
TX003863,INV0230,buy,deposit,1,4747,2024-07-18,,,social_media,,True
TX003864,INV0231,buy,bond,2,29625,2025-04-26,,,self,,False
TX003865,INV0231,buy,money_market,2,11030,2025-10-29,,,self,,False
TX003866,INV0231,sell,bond,2,26132,2025-05-09,473.0,8.85,,need_cash,
TX003867,INV0231,buy,bond,2,23451,2025-04-06,,,social_media,,True
TX003868,INV0231,buy,bond,2,24720,2025-12-11,,,advisor,,False
TX003869,INV0231,buy,money_market,2,5553,2024-12-07,,,self,,False
TX003870,INV0231,buy,money_market,2,7868,2025-10-20,,,self,,False
TX003871,INV0231,sell,money_market,2,23697,2024-11-27,269.0,8.07,,panic,
TX003872,INV0231,sell,bond,2,21093,2024-09-27,267.0,20.18,,need_cash,
TX003873,INV0231,buy,bond,2,13380,2025-01-25,,,self,,False
TX003874,INV0231,sell,mixed_low,3,16802,2025-11-06,275.0,20.89,,rational_take_profit,
TX003875,INV0231,buy,bond,2,13753,2025-06-18,,,social_media,,True
TX003876,INV0231,buy,money_market,2,15145,2025-03-13,,,self,,False
TX003877,INV0231,buy,mixed_low,3,4491,2025-09-10,,,self,,False
TX003878,INV0231,sell,bond,2,14738,2025-10-13,395.0,16.1,,rational_take_profit,
TX003879,INV0232,sell,bond,2,15800,2024-08-01,200.0,-11.17,,rational_stop_loss,
TX003880,INV0232,buy,bond,2,17917,2025-11-03,,,self,,False
TX003881,INV0232,sell,bond,2,8303,2024-12-16,133.0,-10.5,,rational_stop_loss,
TX003882,INV0232,sell,mixed_low,3,19663,2025-01-09,122.0,4.88,,need_cash,
TX003883,INV0232,buy,bond,2,14369,2025-07-16,,,friend,,False
TX003884,INV0232,buy,mixed_low,3,9021,2024-07-15,,,self,,False
TX003885,INV0232,sell,bond,2,13939,2025-03-19,276.0,15.62,,panic,
TX003886,INV0232,buy,bond,2,27671,2025-05-23,,,advisor,,False
TX003887,INV0232,buy,mixed_low,3,13043,2025-03-05,,,self,,False
TX003888,INV0232,sell,money_market,2,10116,2025-08-28,256.0,-9.84,,need_cash,
TX003889,INV0232,sell,bond,2,27033,2025-12-28,114.0,2.94,,rational_take_profit,
TX003890,INV0232,buy,mixed_low,3,11604,2025-11-03,,,advisor,,True
TX003891,INV0232,buy,bond,2,18938,2025-10-27,,,self,,False
TX003892,INV0232,buy,bond,2,15992,2024-12-23,,,self,,False
TX003893,INV0232,sell,bond,2,21654,2024-12-27,240.0,17.01,,rational_take_profit,
TX003894,INV0232,sell,money_market,2,15435,2025-07-30,222.0,10.71,,follow_others,
TX003895,INV0232,sell,money_market,2,4783,2025-06-22,248.0,17.27,,follow_others,
TX003896,INV0232,buy,bond,2,12047,2025-06-18,,,self,,False
TX003897,INV0232,sell,bond,2,11737,2025-02-01,160.0,13.04,,rational_take_profit,
TX003898,INV0232,sell,money_market,2,5326,2025-11-26,185.0,-8.91,,need_cash,
TX003899,INV0232,buy,money_market,2,10951,2025-04-28,,,self,,False
TX003900,INV0233,buy,crypto,5,4943,2024-08-08,,,self,,False
TX003901,INV0233,sell,crypto,5,3343,2025-04-19,159.0,1.13,,rational_take_profit,
TX003902,INV0233,sell,fund,4,2409,2025-06-19,23.0,14.96,,rational_take_profit,
TX003903,INV0233,buy,fund,4,4354,2025-11-08,,,self,,False
TX003904,INV0233,sell,etf,4,4932,2025-12-04,101.0,-1.63,,need_cash,
TX003905,INV0233,sell,etf,4,3764,2025-10-22,147.0,-15.8,,panic,
TX003906,INV0233,buy,crypto,5,3025,2025-01-10,,,social_media,,True
TX003907,INV0233,buy,fund,4,2673,2024-10-20,,,social_media,,True
TX003908,INV0233,sell,etf,4,1684,2025-01-13,124.0,-3.26,,rational_take_profit,
TX003909,INV0233,sell,stock,4,2642,2025-12-27,128.0,14.01,,rational_take_profit,
TX003910,INV0233,buy,fund,4,2147,2025-08-24,,,social_media,,True
TX003911,INV0233,sell,stock,4,2173,2025-09-17,114.0,8.97,,rational_take_profit,
TX003912,INV0233,buy,stock,4,2655,2025-04-28,,,advisor,,False
TX003913,INV0233,buy,stock,4,3314,2025-04-16,,,social_media,,True
TX003914,INV0233,buy,fund,4,2491,2025-03-02,,,friend,,False
TX003915,INV0233,buy,stock,4,3295,2025-02-19,,,friend,,True
TX003916,INV0233,buy,crypto,5,2258,2025-08-31,,,friend,,True
TX003917,INV0233,sell,etf,4,2759,2024-10-30,147.0,-8.67,,rational_stop_loss,
TX003918,INV0234,sell,deposit,1,2604,2025-03-04,125.0,13.51,,rational_take_profit,
TX003919,INV0234,buy,deposit,1,2182,2025-03-31,,,friend,,False
TX003920,INV0234,sell,deposit,1,3789,2024-09-15,27.0,-4.4,,rational_take_profit,
TX003921,INV0234,buy,deposit,1,2811,2025-07-25,,,self,,False
TX003922,INV0234,buy,deposit,1,1084,2024-07-29,,,social_media,,True
TX003923,INV0234,sell,deposit,1,1259,2024-07-30,68.0,2.28,,rational_take_profit,
TX003924,INV0234,buy,savings_insurance,1,561,2025-05-15,,,self,,False
TX003925,INV0234,sell,deposit,1,3096,2025-02-13,23.0,21.62,,need_cash,
TX003926,INV0234,buy,deposit,1,2170,2024-12-22,,,self,,False
TX003927,INV0234,sell,deposit,1,2169,2025-07-29,51.0,0.89,,follow_others,
TX003928,INV0234,buy,deposit,1,3612,2024-10-17,,,friend,,False
TX003929,INV0234,buy,money_market,2,3663,2025-10-13,,,self,,False
TX003930,INV0234,sell,money_market,2,901,2025-10-13,109.0,-5.83,,need_cash,
TX003931,INV0234,sell,savings_insurance,1,4053,2024-10-04,98.0,6.81,,rational_take_profit,
TX003932,INV0234,buy,deposit,1,3399,2025-08-27,,,social_media,,False
TX003933,INV0234,buy,money_market,2,679,2025-02-12,,,advisor,,False
TX003934,INV0234,buy,money_market,2,2304,2024-07-15,,,self,,False
TX003935,INV0234,buy,money_market,2,1491,2025-02-17,,,advisor,,False
TX003936,INV0234,sell,savings_insurance,1,2378,2025-08-12,133.0,10.34,,rational_take_profit,
TX003937,INV0235,buy,stock,4,31334,2025-03-23,,,self,,False
TX003938,INV0235,sell,private_equity,5,7192,2025-02-07,146.0,-2.37,,rational_take_profit,
TX003939,INV0235,buy,fund,4,11403,2025-08-18,,,self,,False
TX003940,INV0235,sell,stock,4,32346,2025-03-20,119.0,9.26,,rational_take_profit,
TX003941,INV0235,sell,etf,4,16012,2025-12-15,44.0,-4.8,,need_cash,
TX003942,INV0236,sell,mixed_medium,3,7051,2025-04-30,47.0,5.36,,need_cash,
TX003943,INV0236,sell,mixed_medium,3,3544,2024-07-31,168.0,-6.86,,panic,
TX003944,INV0236,buy,mixed_medium,3,1807,2025-05-20,,,social_media,,True
TX003945,INV0236,buy,mixed_low,3,6978,2024-08-15,,,social_media,,True
TX003946,INV0236,sell,mixed_low,3,9432,2025-01-30,54.0,-5.02,,rational_stop_loss,
TX003947,INV0236,sell,mixed_medium,3,7962,2025-03-15,38.0,-6.38,,rational_stop_loss,
TX003948,INV0236,sell,bond,2,3076,2025-03-18,116.0,19.7,,need_cash,
TX003949,INV0236,buy,mixed_low,3,9935,2024-09-19,,,social_media,,True
TX003950,INV0236,sell,mixed_low,3,3748,2024-07-15,105.0,-1.48,,follow_others,
TX003951,INV0236,sell,bond,2,2793,2025-12-20,147.0,-12.29,,panic,
TX003952,INV0237,buy,bond,2,16301,2025-05-11,,,advisor,,False
TX003953,INV0237,sell,bond,2,30871,2024-09-23,23.0,-12.46,,panic,
TX003954,INV0237,buy,mixed_low,3,36541,2025-05-19,,,friend,,True
TX003955,INV0237,buy,bond,2,34049,2025-04-19,,,self,,True
TX003956,INV0237,sell,mixed_low,3,19578,2025-02-08,61.0,19.51,,rational_take_profit,
TX003957,INV0237,buy,mixed_low,3,5925,2025-10-23,,,self,,False
TX003958,INV0237,buy,mixed_low,3,34645,2025-10-29,,,advisor,,False
TX003959,INV0237,sell,mixed_low,3,34605,2024-09-27,34.0,9.7,,rational_take_profit,
TX003960,INV0237,sell,money_market,2,23222,2025-12-09,94.0,-9.9,,follow_others,
TX003961,INV0237,buy,bond,2,15734,2025-10-04,,,friend,,True
TX003962,INV0238,sell,money_market,2,7071,2025-05-21,227.0,23.95,,panic,
TX003963,INV0238,buy,savings_insurance,1,24823,2024-07-15,,,social_media,,True
TX003964,INV0238,sell,deposit,1,21884,2025-01-11,200.0,6.52,,rational_take_profit,
TX003965,INV0238,buy,savings_insurance,1,23359,2025-03-31,,,friend,,True
TX003966,INV0238,sell,deposit,1,12671,2025-10-15,45.0,4.77,,rational_take_profit,
TX003967,INV0238,buy,deposit,1,11982,2025-12-09,,,friend,,False
TX003968,INV0238,sell,deposit,1,14730,2024-10-18,200.0,2.43,,follow_others,
TX003969,INV0238,sell,savings_insurance,1,25889,2025-05-25,275.0,21.36,,rational_take_profit,
TX003970,INV0238,buy,money_market,2,16974,2025-12-10,,,social_media,,True
TX003971,INV0238,buy,savings_insurance,1,20731,2024-11-01,,,social_media,,False
TX003972,INV0238,sell,savings_insurance,1,11056,2025-12-10,29.0,12.27,,rational_take_profit,
TX003973,INV0238,sell,savings_insurance,1,10808,2024-10-13,130.0,0.37,,rational_take_profit,
TX003974,INV0238,buy,savings_insurance,1,7654,2024-09-06,,,advisor,,False
TX003975,INV0238,sell,deposit,1,6798,2024-10-21,186.0,-0.64,,rational_take_profit,
TX003976,INV0238,sell,savings_insurance,1,17476,2025-01-31,160.0,5.1,,need_cash,
TX003977,INV0238,sell,savings_insurance,1,6638,2025-01-11,240.0,-10.06,,panic,
TX003978,INV0238,buy,deposit,1,19152,2025-03-22,,,self,,False
TX003979,INV0238,buy,deposit,1,23462,2024-07-23,,,advisor,,True
TX003980,INV0238,sell,deposit,1,13264,2024-09-21,270.0,13.42,,rational_take_profit,
TX003981,INV0238,buy,deposit,1,11205,2025-02-14,,,advisor,,False
TX003982,INV0238,sell,savings_insurance,1,15582,2024-08-01,191.0,14.1,,panic,
TX003983,INV0238,buy,deposit,1,21816,2025-12-13,,,advisor,,False
TX003984,INV0238,buy,deposit,1,13263,2025-10-17,,,social_media,,False
TX003985,INV0238,sell,savings_insurance,1,6481,2024-09-09,230.0,16.76,,follow_others,
TX003986,INV0239,buy,mixed_low,3,20732,2025-04-30,,,self,,False
TX003987,INV0239,sell,money_market,2,15014,2025-08-21,446.0,9.3,,panic,
TX003988,INV0239,sell,money_market,2,10776,2025-05-01,364.0,-9.31,,rational_stop_loss,
TX003989,INV0239,buy,money_market,2,10902,2024-08-22,,,self,,False
TX003990,INV0239,sell,bond,2,7896,2025-10-07,263.0,14.06,,rational_take_profit,
TX003991,INV0239,sell,bond,2,18719,2024-10-30,151.0,10.66,,rational_take_profit,
TX003992,INV0239,sell,bond,2,20443,2025-03-27,352.0,-11.85,,follow_others,
TX003993,INV0239,buy,money_market,2,7346,2025-06-08,,,friend,,False
TX003994,INV0239,buy,mixed_low,3,13518,2024-07-30,,,advisor,,False
TX003995,INV0239,buy,bond,2,8001,2025-05-26,,,social_media,,False
TX003996,INV0239,sell,mixed_low,3,10109,2025-09-20,361.0,22.05,,rational_take_profit,
TX003997,INV0239,buy,mixed_low,3,10619,2025-05-21,,,social_media,,True
TX003998,INV0239,buy,bond,2,18519,2024-10-10,,,social_media,,False
TX003999,INV0239,buy,bond,2,19251,2024-09-10,,,social_media,,False
TX004000,INV0239,buy,mixed_low,3,7471,2024-10-15,,,self,,False
TX004001,INV0239,buy,money_market,2,12554,2025-11-25,,,advisor,,False
TX004002,INV0239,buy,mixed_low,3,3441,2024-11-30,,,self,,False
TX004003,INV0239,buy,bond,2,13421,2024-11-11,,,advisor,,False
TX004004,INV0239,sell,mixed_low,3,13999,2025-07-22,78.0,10.25,,need_cash,
TX004005,INV0240,sell,money_market,2,5680,2025-03-17,76.0,7.0,,rational_take_profit,
TX004006,INV0240,sell,bond,2,2709,2025-06-30,242.0,-7.09,,rational_stop_loss,
TX004007,INV0240,sell,mixed_low,3,6621,2025-02-21,53.0,11.88,,follow_others,
TX004008,INV0240,sell,money_market,2,5155,2025-07-28,263.0,3.78,,rational_take_profit,
TX004009,INV0240,buy,money_market,2,2101,2024-08-24,,,self,,False
TX004010,INV0240,buy,mixed_low,3,3359,2025-02-24,,,self,,False
TX004011,INV0240,buy,mixed_low,3,4302,2024-08-18,,,friend,,False
TX004012,INV0240,buy,bond,2,1774,2025-06-12,,,friend,,False
TX004013,INV0241,buy,stock,4,11565,2025-05-05,,,social_media,,False
TX004014,INV0241,sell,stock,4,9084,2025-12-16,25.0,-13.05,,follow_others,
TX004015,INV0241,buy,mixed_medium,3,10681,2024-12-25,,,social_media,,True
TX004016,INV0241,buy,fund,4,22973,2025-04-08,,,self,,False
TX004017,INV0241,buy,etf,4,24819,2025-10-15,,,self,,False
TX004018,INV0241,buy,fund,4,6401,2025-04-13,,,advisor,,False
TX004019,INV0241,sell,stock,4,19209,2025-03-05,9.0,-0.54,,need_cash,
TX004020,INV0241,sell,stock,4,20700,2025-04-17,23.0,-12.16,,follow_others,
TX004021,INV0241,sell,mixed_medium,3,16173,2025-04-26,37.0,-11.17,,panic,
TX004022,INV0241,buy,mixed_medium,3,5239,2024-12-06,,,self,,False
TX004023,INV0241,sell,stock,4,9586,2025-09-28,20.0,-13.06,,panic,
TX004024,INV0241,buy,stock,4,26080,2025-06-28,,,advisor,,False
TX004025,INV0241,buy,mixed_medium,3,6422,2025-11-27,,,self,,True
TX004026,INV0241,sell,fund,4,5593,2025-11-28,47.0,13.67,,rational_take_profit,
TX004027,INV0241,sell,etf,4,25601,2024-11-21,15.0,-4.46,,panic,
TX004028,INV0242,buy,bond,2,1032,2025-05-24,,,advisor,,False
TX004029,INV0242,sell,mixed_low,3,546,2025-03-19,253.0,20.87,,rational_take_profit,
TX004030,INV0242,buy,mixed_low,3,413,2025-05-24,,,self,,False
TX004031,INV0242,sell,mixed_low,3,1283,2025-10-24,90.0,-6.33,,panic,
TX004032,INV0242,sell,mixed_low,3,368,2024-12-01,53.0,2.32,,rational_take_profit,
TX004033,INV0242,buy,money_market,2,1271,2024-08-03,,,social_media,,False
TX004034,INV0242,sell,mixed_low,3,1001,2025-12-21,238.0,5.56,,follow_others,
TX004035,INV0242,buy,bond,2,263,2025-03-30,,,self,,False
TX004036,INV0242,buy,money_market,2,234,2024-11-09,,,social_media,,False
TX004037,INV0242,sell,bond,2,819,2025-07-17,26.0,-3.91,,rational_take_profit,
TX004038,INV0242,buy,money_market,2,1374,2025-07-26,,,self,,False
TX004039,INV0242,sell,money_market,2,808,2025-04-07,60.0,14.32,,follow_others,
TX004040,INV0242,buy,bond,2,358,2025-01-27,,,friend,,True
TX004041,INV0242,sell,mixed_low,3,467,2025-08-19,41.0,-1.48,,need_cash,
TX004042,INV0242,buy,money_market,2,1033,2025-07-09,,,friend,,True
TX004043,INV0242,buy,mixed_low,3,1401,2024-10-05,,,advisor,,False
TX004044,INV0242,buy,bond,2,997,2024-12-25,,,self,,False
TX004045,INV0243,sell,crypto,5,3536,2025-09-07,114.0,-19.88,,panic,
TX004046,INV0243,sell,crypto,5,1714,2024-12-16,92.0,-14.39,,panic,
TX004047,INV0243,sell,stock,4,2917,2024-08-29,35.0,-17.29,,panic,
TX004048,INV0243,buy,fund,4,5770,2024-11-28,,,friend,,True
TX004049,INV0243,sell,fund,4,1236,2025-08-25,31.0,-17.38,,panic,
TX004050,INV0243,sell,stock,4,4358,2025-07-14,155.0,12.7,,rational_take_profit,
TX004051,INV0243,buy,stock,4,3009,2024-08-03,,,friend,,True
TX004052,INV0243,buy,fund,4,4769,2024-07-11,,,self,,True
TX004053,INV0243,sell,stock,4,4309,2025-04-08,60.0,-10.47,,panic,
TX004054,INV0243,buy,crypto,5,1495,2025-09-04,,,friend,,True
TX004055,INV0243,sell,etf,4,3131,2024-07-09,145.0,6.41,,need_cash,
TX004056,INV0243,buy,crypto,5,5312,2024-12-06,,,social_media,,True
TX004057,INV0243,buy,crypto,5,4286,2024-09-07,,,advisor,,False
TX004058,INV0244,buy,deposit,1,55297,2024-09-13,,,advisor,,False
TX004059,INV0244,buy,deposit,1,58257,2025-04-18,,,self,,True
TX004060,INV0244,sell,savings_insurance,1,47351,2025-04-14,43.0,21.0,,need_cash,
TX004061,INV0244,sell,deposit,1,71165,2025-06-01,128.0,-10.59,,panic,
TX004062,INV0244,sell,deposit,1,15577,2025-09-10,22.0,-10.85,,rational_stop_loss,
TX004063,INV0244,buy,money_market,2,70743,2024-07-26,,,advisor,,True
TX004064,INV0244,buy,money_market,2,12870,2024-08-02,,,advisor,,True
TX004065,INV0244,sell,savings_insurance,1,69782,2024-08-02,75.0,19.18,,need_cash,
TX004066,INV0244,sell,savings_insurance,1,16720,2024-09-12,65.0,17.22,,follow_others,
TX004067,INV0244,buy,deposit,1,22186,2025-01-10,,,self,,False
TX004068,INV0244,buy,money_market,2,12743,2025-07-06,,,self,,False
TX004069,INV0244,buy,savings_insurance,1,53563,2025-10-22,,,friend,,False
TX004070,INV0244,sell,deposit,1,66586,2025-03-11,14.0,24.34,,need_cash,
TX004071,INV0244,buy,money_market,2,35749,2025-01-23,,,self,,False
TX004072,INV0244,sell,money_market,2,36129,2025-12-20,28.0,23.89,,panic,
TX004073,INV0244,buy,deposit,1,63082,2025-01-28,,,friend,,True
TX004074,INV0244,sell,savings_insurance,1,55539,2025-06-12,83.0,0.42,,follow_others,
TX004075,INV0244,buy,savings_insurance,1,54091,2024-12-24,,,self,,False
TX004076,INV0244,buy,savings_insurance,1,12635,2024-09-23,,,self,,True
TX004077,INV0244,sell,money_market,2,44596,2025-12-02,47.0,23.57,,rational_take_profit,
TX004078,INV0244,sell,savings_insurance,1,46584,2025-03-01,72.0,15.68,,rational_take_profit,
TX004079,INV0244,buy,deposit,1,12418,2025-11-11,,,self,,False
TX004080,INV0244,buy,savings_insurance,1,48325,2025-05-21,,,social_media,,True
TX004081,INV0244,sell,deposit,1,34533,2025-02-25,123.0,6.4,,rational_take_profit,
TX004082,INV0244,sell,savings_insurance,1,48273,2025-03-02,14.0,7.24,,rational_take_profit,
TX004083,INV0244,buy,deposit,1,43838,2025-05-18,,,social_media,,True
TX004084,INV0244,sell,money_market,2,57715,2025-05-31,14.0,0.55,,rational_take_profit,
TX004085,INV0245,buy,fund,4,6569,2025-10-12,,,social_media,,True
TX004086,INV0245,sell,stock,4,11761,2024-09-14,86.0,-5.22,,follow_others,
TX004087,INV0245,buy,fund,4,11030,2025-07-12,,,friend,,True
TX004088,INV0245,buy,fund,4,19809,2025-12-08,,,self,,False
TX004089,INV0245,buy,stock,4,12522,2025-12-21,,,friend,,False
TX004090,INV0245,sell,stock,4,11458,2025-04-07,62.0,12.02,,follow_others,
TX004091,INV0245,sell,mixed_medium,3,12420,2025-09-30,58.0,-18.44,,panic,
TX004092,INV0245,sell,fund,4,10549,2024-07-11,70.0,-6.6,,panic,
TX004093,INV0245,sell,mixed_medium,3,16106,2025-05-25,80.0,-4.98,,rational_take_profit,
TX004094,INV0245,buy,fund,4,13697,2025-05-07,,,social_media,,True
TX004095,INV0245,buy,mixed_medium,3,19268,2025-11-25,,,advisor,,False
TX004096,INV0245,buy,mixed_medium,3,11593,2024-08-08,,,self,,False
TX004097,INV0245,buy,stock,4,13885,2025-03-10,,,social_media,,False
TX004098,INV0245,sell,fund,4,14355,2025-01-20,12.0,-0.86,,follow_others,
TX004099,INV0245,sell,etf,4,8904,2025-02-12,39.0,8.51,,need_cash,
TX004100,INV0245,buy,stock,4,11197,2025-06-01,,,social_media,,True
TX004101,INV0245,sell,mixed_medium,3,5715,2025-10-18,11.0,-1.64,,panic,
TX004102,INV0245,buy,stock,4,16014,2025-01-18,,,self,,False
TX004103,INV0245,sell,stock,4,13806,2024-08-02,14.0,-8.65,,follow_others,
TX004104,INV0245,sell,etf,4,19718,2025-01-14,31.0,-19.63,,rational_stop_loss,
TX004105,INV0245,sell,fund,4,10921,2024-10-18,50.0,-7.72,,panic,
TX004106,INV0245,sell,mixed_medium,3,18365,2024-09-03,98.0,-2.81,,rational_take_profit,
TX004107,INV0245,buy,stock,4,5687,2025-09-18,,,self,,False
TX004108,INV0245,sell,stock,4,7157,2025-01-01,81.0,-1.94,,follow_others,
TX004109,INV0245,buy,fund,4,8262,2025-01-20,,,friend,,False
TX004110,INV0245,buy,etf,4,8404,2025-11-25,,,advisor,,False
TX004111,INV0246,buy,deposit,1,1808,2025-07-12,,,self,,False
TX004112,INV0246,buy,deposit,1,1999,2024-08-11,,,friend,,False
TX004113,INV0246,buy,money_market,2,2947,2024-10-15,,,social_media,,True
TX004114,INV0246,buy,money_market,2,2632,2025-03-21,,,social_media,,True
TX004115,INV0246,sell,deposit,1,3485,2024-09-12,267.0,-8.56,,need_cash,
TX004116,INV0246,buy,deposit,1,876,2024-08-22,,,social_media,,True
TX004117,INV0246,sell,savings_insurance,1,3447,2025-08-09,94.0,-0.04,,panic,
TX004118,INV0246,buy,deposit,1,2410,2025-12-13,,,advisor,,False
TX004119,INV0246,sell,savings_insurance,1,3701,2024-08-16,149.0,6.62,,rational_take_profit,
TX004120,INV0246,buy,savings_insurance,1,544,2024-10-06,,,social_media,,False
TX004121,INV0246,sell,savings_insurance,1,3129,2025-05-23,137.0,19.37,,follow_others,
TX004122,INV0246,buy,deposit,1,2416,2024-11-04,,,advisor,,False
TX004123,INV0246,sell,money_market,2,712,2024-10-07,127.0,0.45,,panic,
TX004124,INV0246,buy,deposit,1,1395,2024-08-28,,,advisor,,True
TX004125,INV0246,buy,deposit,1,1948,2024-08-18,,,social_media,,True
TX004126,INV0246,buy,savings_insurance,1,2106,2025-04-27,,,self,,False
TX004127,INV0246,sell,money_market,2,2755,2025-07-24,48.0,21.64,,rational_take_profit,
TX004128,INV0246,buy,deposit,1,882,2025-11-25,,,advisor,,False
TX004129,INV0246,buy,money_market,2,1848,2025-11-09,,,friend,,True
TX004130,INV0246,sell,deposit,1,3602,2025-07-15,166.0,4.58,,rational_take_profit,
TX004131,INV0246,buy,deposit,1,1912,2025-10-30,,,social_media,,True
TX004132,INV0247,buy,savings_insurance,1,19701,2025-07-30,,,friend,,True
TX004133,INV0247,buy,deposit,1,27531,2025-02-03,,,social_media,,True
TX004134,INV0247,buy,savings_insurance,1,22225,2025-10-09,,,social_media,,False
TX004135,INV0247,buy,deposit,1,35519,2024-10-18,,,self,,False
TX004136,INV0247,buy,deposit,1,23358,2025-02-28,,,self,,True
TX004137,INV0247,buy,deposit,1,33874,2024-08-14,,,advisor,,False
TX004138,INV0247,sell,deposit,1,18519,2025-02-02,84.0,14.23,,rational_take_profit,
TX004139,INV0247,sell,deposit,1,28996,2025-08-07,36.0,-13.14,,rational_stop_loss,
TX004140,INV0247,sell,deposit,1,11033,2024-10-18,21.0,16.48,,rational_take_profit,
TX004141,INV0247,sell,savings_insurance,1,20898,2025-09-10,54.0,5.9,,follow_others,
TX004142,INV0247,buy,deposit,1,11362,2025-08-25,,,advisor,,False
TX004143,INV0247,sell,savings_insurance,1,20572,2025-11-11,75.0,-2.53,,rational_take_profit,
TX004144,INV0247,buy,savings_insurance,1,32405,2025-08-17,,,friend,,False
TX004145,INV0247,buy,money_market,2,21401,2025-03-30,,,friend,,False
TX004146,INV0247,sell,deposit,1,19910,2024-11-18,121.0,-8.42,,need_cash,
TX004147,INV0247,buy,savings_insurance,1,31729,2024-11-15,,,friend,,False
TX004148,INV0248,buy,savings_insurance,1,30728,2025-06-07,,,self,,False
TX004149,INV0248,buy,deposit,1,5792,2025-04-22,,,friend,,True
TX004150,INV0248,buy,money_market,2,26524,2024-12-17,,,self,,True
TX004151,INV0248,sell,savings_insurance,1,17175,2024-08-23,31.0,15.05,,follow_others,
TX004152,INV0248,buy,money_market,2,19260,2025-11-17,,,self,,False
TX004153,INV0248,buy,deposit,1,28375,2025-05-08,,,advisor,,False
TX004154,INV0248,buy,deposit,1,30875,2025-10-22,,,self,,True
TX004155,INV0248,buy,deposit,1,27737,2025-06-15,,,self,,True
TX004156,INV0248,sell,savings_insurance,1,17263,2025-01-05,38.0,13.88,,panic,
TX004157,INV0248,sell,deposit,1,30906,2025-09-12,50.0,16.67,,follow_others,
TX004158,INV0248,buy,deposit,1,21006,2024-12-24,,,self,,True
TX004159,INV0248,buy,money_market,2,10849,2025-05-24,,,advisor,,True
TX004160,INV0248,buy,deposit,1,11812,2025-08-07,,,social_media,,False
TX004161,INV0248,sell,deposit,1,19523,2025-10-28,129.0,6.26,,rational_take_profit,
TX004162,INV0248,buy,savings_insurance,1,30209,2024-07-14,,,self,,False
TX004163,INV0248,buy,deposit,1,21370,2025-09-20,,,social_media,,False
